asin,reviewer_id
1159.0,633.0
619.0,633.0
1383.0,633.0
1217.0,633.0
895.0,783.0
660.0,783.0
315.0,783.0
172.0,783.0
1086.0,783.0
1658.0,202.0
1430.0,202.0
387.0,202.0
1427.0,202.0
90.0,202.0
1276.0,202.0
747.0,202.0
994.0,202.0
40.0,202.0
1072.0,202.0
1360.0,202.0
1296.0,202.0
1053.0,202.0
1147.0,202.0
1657.0,202.0
427.0,202.0
400.0,634.0
1077.0,634.0
685.0,634.0
40.0,634.0
1684.0,634.0
425.0,634.0
1034.0,635.0
1521.0,635.0
442.0,635.0
914.0,635.0
1624.0,635.0
1014.0,635.0
46.0,283.0
895.0,283.0
1411.0,283.0
5.0,283.0
1315.0,283.0
592.0,283.0
941.0,283.0
798.0,283.0
71.0,283.0
790.0,283.0
866.0,283.0
625.0,283.0
133.0,636.0
164.0,636.0
1482.0,636.0
159.0,636.0
865.0,636.0
930.0,636.0
1663.0,784.0
295.0,784.0
262.0,784.0
1134.0,784.0
1075.0,784.0
215.0,325.0
1640.0,325.0
894.0,325.0
940.0,325.0
1398.0,325.0
752.0,325.0
930.0,325.0
247.0,325.0
954.0,325.0
771.0,325.0
239.0,325.0
925.0,637.0
590.0,637.0
534.0,637.0
74.0,637.0
948.0,637.0
527.0,637.0
4.0,176.0
1253.0,176.0
1541.0,176.0
925.0,176.0
244.0,176.0
746.0,176.0
1242.0,176.0
1215.0,176.0
991.0,176.0
1172.0,176.0
123.0,176.0
760.0,176.0
807.0,176.0
1510.0,176.0
261.0,176.0
377.0,176.0
1382.0,176.0
771.0,176.0
594.0,235.0
503.0,235.0
1646.0,235.0
1482.0,235.0
84.0,235.0
210.0,235.0
1520.0,235.0
1341.0,235.0
641.0,235.0
1022.0,235.0
264.0,235.0
930.0,235.0
188.0,235.0
528.0,235.0
895.0,638.0
1293.0,638.0
894.0,638.0
1351.0,638.0
188.0,638.0
382.0,638.0
318.0,189.0
588.0,189.0
697.0,189.0
497.0,189.0
1306.0,189.0
1225.0,189.0
210.0,189.0
62.0,189.0
570.0,189.0
873.0,189.0
563.0,189.0
595.0,189.0
101.0,189.0
623.0,189.0
514.0,189.0
669.0,189.0
1271.0,189.0
67.0,785.0
1280.0,785.0
398.0,785.0
163.0,785.0
42.0,785.0
1388.0,786.0
1598.0,786.0
460.0,786.0
593.0,786.0
292.0,786.0
349.0,639.0
1280.0,639.0
660.0,639.0
21.0,639.0
274.0,639.0
536.0,639.0
1143.0,787.0
1598.0,787.0
0.0,787.0
345.0,787.0
1578.0,787.0
1473.0,418.0
902.0,418.0
249.0,418.0
935.0,418.0
1638.0,418.0
1378.0,418.0
1557.0,418.0
300.0,418.0
1117.0,418.0
753.0,236.0
24.0,236.0
358.0,236.0
199.0,236.0
914.0,236.0
1208.0,236.0
907.0,236.0
935.0,236.0
1385.0,236.0
582.0,236.0
793.0,236.0
328.0,236.0
877.0,236.0
1192.0,236.0
445.0,640.0
1405.0,640.0
873.0,640.0
1344.0,640.0
959.0,640.0
1644.0,640.0
931.0,419.0
1503.0,419.0
678.0,419.0
1446.0,419.0
1000.0,419.0
621.0,419.0
1613.0,419.0
500.0,419.0
229.0,419.0
0.0,641.0
854.0,641.0
1244.0,641.0
582.0,641.0
341.0,641.0
770.0,641.0
707.0,326.0
701.0,326.0
176.0,326.0
1561.0,326.0
19.0,326.0
1000.0,326.0
1102.0,326.0
890.0,326.0
394.0,326.0
59.0,326.0
500.0,326.0
46.0,788.0
1481.0,788.0
107.0,788.0
145.0,788.0
203.0,788.0
1649.0,67.0
1132.0,67.0
588.0,67.0
707.0,67.0
589.0,67.0
20.0,67.0
227.0,67.0
470.0,67.0
0.0,67.0
145.0,67.0
999.0,67.0
523.0,67.0
210.0,67.0
19.0,67.0
428.0,67.0
906.0,67.0
1384.0,67.0
873.0,67.0
1000.0,67.0
234.0,67.0
1248.0,67.0
1043.0,67.0
936.0,67.0
30.0,67.0
1480.0,67.0
258.0,67.0
974.0,67.0
1510.0,67.0
121.0,67.0
675.0,67.0
535.0,67.0
1209.0,67.0
229.0,67.0
1451.0,67.0
132.0,67.0
340.0,109.0
1095.0,109.0
573.0,109.0
185.0,109.0
438.0,109.0
39.0,109.0
107.0,109.0
628.0,109.0
302.0,109.0
93.0,109.0
84.0,109.0
1135.0,109.0
19.0,109.0
1040.0,109.0
729.0,109.0
592.0,109.0
1121.0,109.0
407.0,109.0
582.0,109.0
890.0,109.0
1672.0,109.0
203.0,109.0
1656.0,109.0
1262.0,109.0
1144.0,109.0
809.0,109.0
247.0,109.0
893.0,109.0
1388.0,130.0
1648.0,130.0
1345.0,130.0
227.0,130.0
423.0,130.0
497.0,130.0
259.0,130.0
1631.0,130.0
145.0,130.0
1446.0,130.0
484.0,130.0
944.0,130.0
1498.0,130.0
268.0,130.0
1119.0,130.0
1669.0,130.0
129.0,130.0
1070.0,130.0
1659.0,130.0
2.0,130.0
376.0,130.0
877.0,130.0
695.0,130.0
1075.0,130.0
1654.0,130.0
634.0,420.0
1184.0,420.0
423.0,420.0
0.0,420.0
1035.0,420.0
1236.0,420.0
805.0,420.0
1127.0,420.0
625.0,420.0
1019.0,642.0
1003.0,642.0
102.0,642.0
1055.0,642.0
694.0,642.0
1166.0,642.0
564.0,789.0
1593.0,789.0
230.0,789.0
16.0,789.0
333.0,789.0
237.0,476.0
1235.0,476.0
1614.0,476.0
1561.0,476.0
210.0,476.0
462.0,476.0
96.0,476.0
1166.0,476.0
738.0,790.0
577.0,790.0
1349.0,790.0
1169.0,790.0
366.0,790.0
1064.0,477.0
384.0,477.0
497.0,477.0
439.0,477.0
130.0,477.0
542.0,477.0
1195.0,477.0
1059.0,477.0
1615.0,791.0
952.0,791.0
384.0,791.0
130.0,791.0
542.0,791.0
700.0,643.0
497.0,643.0
130.0,643.0
1637.0,643.0
1246.0,643.0
740.0,643.0
1639.0,237.0
28.0,237.0
588.0,237.0
1317.0,237.0
1553.0,237.0
130.0,237.0
859.0,237.0
1634.0,237.0
282.0,237.0
1037.0,237.0
1019.0,237.0
500.0,237.0
419.0,237.0
32.0,237.0
931.0,549.0
1000.0,549.0
134.0,549.0
903.0,549.0
535.0,549.0
992.0,549.0
625.0,549.0
133.0,550.0
164.0,550.0
295.0,550.0
84.0,550.0
462.0,550.0
930.0,550.0
1382.0,550.0
290.0,551.0
133.0,551.0
164.0,551.0
708.0,551.0
930.0,551.0
1555.0,551.0
188.0,551.0
164.0,644.0
365.0,644.0
903.0,644.0
462.0,644.0
1092.0,644.0
1555.0,644.0
290.0,177.0
594.0,177.0
244.0,177.0
64.0,177.0
1387.0,177.0
799.0,177.0
123.0,177.0
928.0,177.0
1219.0,177.0
524.0,177.0
59.0,177.0
556.0,177.0
462.0,177.0
930.0,177.0
1555.0,177.0
188.0,177.0
1051.0,177.0
1221.0,177.0
1663.0,327.0
244.0,327.0
746.0,327.0
1242.0,327.0
135.0,327.0
928.0,327.0
1510.0,327.0
1170.0,327.0
264.0,327.0
82.0,327.0
1092.0,327.0
111.0,377.0
1668.0,377.0
176.0,377.0
696.0,377.0
327.0,377.0
1281.0,377.0
882.0,377.0
858.0,377.0
500.0,377.0
1221.0,377.0
6.0,645.0
52.0,645.0
366.0,645.0
794.0,645.0
617.0,645.0
695.0,645.0
340.0,646.0
460.0,646.0
134.0,646.0
872.0,646.0
524.0,646.0
639.0,646.0
352.0,57.0
331.0,57.0
117.0,57.0
24.0,57.0
609.0,57.0
681.0,57.0
22.0,57.0
682.0,57.0
1029.0,57.0
54.0,57.0
553.0,57.0
501.0,57.0
748.0,57.0
712.0,57.0
657.0,57.0
89.0,57.0
436.0,57.0
57.0,57.0
1314.0,57.0
732.0,57.0
1326.0,57.0
526.0,57.0
15.0,57.0
121.0,57.0
35.0,57.0
219.0,57.0
233.0,57.0
166.0,57.0
1583.0,57.0
2.0,57.0
680.0,57.0
83.0,57.0
624.0,57.0
231.0,57.0
63.0,57.0
667.0,57.0
1681.0,647.0
952.0,647.0
41.0,647.0
976.0,647.0
1147.0,647.0
1370.0,647.0
1039.0,328.0
909.0,328.0
17.0,328.0
90.0,328.0
988.0,328.0
0.0,328.0
18.0,328.0
1060.0,328.0
480.0,328.0
334.0,328.0
558.0,328.0
607.0,648.0
1513.0,648.0
173.0,648.0
20.0,648.0
1637.0,648.0
1046.0,648.0
697.0,329.0
1125.0,329.0
1430.0,329.0
18.0,329.0
1072.0,329.0
42.0,329.0
490.0,329.0
167.0,329.0
1677.0,329.0
251.0,329.0
920.0,329.0
1253.0,792.0
372.0,792.0
1316.0,792.0
764.0,792.0
1051.0,792.0
1527.0,649.0
11.0,649.0
956.0,649.0
1188.0,649.0
1175.0,649.0
116.0,649.0
1212.0,650.0
204.0,650.0
1241.0,650.0
86.0,650.0
1638.0,650.0
680.0,650.0
4.0,330.0
46.0,330.0
1639.0,330.0
1367.0,330.0
19.0,330.0
234.0,330.0
1248.0,330.0
1006.0,330.0
723.0,330.0
903.0,330.0
300.0,330.0
282.0,793.0
890.0,793.0
1657.0,793.0
635.0,793.0
1101.0,793.0
823.0,238.0
1.0,238.0
1367.0,238.0
1457.0,238.0
537.0,238.0
632.0,238.0
57.0,238.0
1638.0,238.0
1656.0,238.0
456.0,238.0
1262.0,238.0
517.0,238.0
1118.0,238.0
229.0,238.0
80.0,794.0
1602.0,794.0
325.0,794.0
1086.0,794.0
893.0,794.0
876.0,58.0
1304.0,58.0
265.0,58.0
244.0,58.0
606.0,58.0
1306.0,58.0
1129.0,58.0
869.0,58.0
102.0,58.0
165.0,58.0
999.0,58.0
1135.0,58.0
1636.0,58.0
294.0,58.0
1105.0,58.0
18.0,58.0
1312.0,58.0
1048.0,58.0
1043.0,58.0
854.0,58.0
356.0,58.0
755.0,58.0
97.0,58.0
146.0,58.0
325.0,58.0
1245.0,58.0
261.0,58.0
1671.0,58.0
1677.0,58.0
1532.0,58.0
1493.0,58.0
610.0,58.0
1036.0,58.0
132.0,58.0
1271.0,58.0
1403.0,58.0
46.0,478.0
1614.0,478.0
216.0,478.0
248.0,478.0
822.0,478.0
210.0,478.0
257.0,478.0
1103.0,478.0
1666.0,257.0
24.0,257.0
698.0,257.0
682.0,257.0
750.0,257.0
1048.0,257.0
1065.0,257.0
507.0,257.0
492.0,257.0
974.0,257.0
235.0,257.0
699.0,257.0
993.0,257.0
73.0,68.0
226.0,68.0
851.0,68.0
20.0,68.0
36.0,68.0
215.0,68.0
918.0,68.0
461.0,68.0
309.0,68.0
12.0,68.0
3.0,68.0
33.0,68.0
416.0,68.0
19.0,68.0
54.0,68.0
983.0,68.0
406.0,68.0
360.0,68.0
202.0,68.0
95.0,68.0
546.0,68.0
276.0,68.0
81.0,68.0
207.0,68.0
274.0,68.0
362.0,68.0
91.0,68.0
303.0,68.0
601.0,68.0
1454.0,68.0
1166.0,68.0
49.0,68.0
27.0,68.0
359.0,68.0
32.0,68.0
232.0,421.0
1099.0,421.0
989.0,421.0
1181.0,421.0
1591.0,421.0
1613.0,421.0
345.0,421.0
1075.0,421.0
1382.0,421.0
1426.0,795.0
342.0,795.0
1581.0,795.0
1570.0,795.0
850.0,795.0
739.0,422.0
1481.0,422.0
145.0,422.0
1198.0,422.0
55.0,422.0
407.0,422.0
354.0,422.0
2.0,422.0
1370.0,422.0
448.0,378.0
829.0,378.0
723.0,378.0
745.0,378.0
919.0,378.0
535.0,378.0
1189.0,378.0
1118.0,378.0
116.0,378.0
458.0,378.0
1554.0,651.0
743.0,651.0
213.0,651.0
336.0,651.0
199.0,651.0
170.0,651.0
158.0,379.0
897.0,379.0
870.0,379.0
654.0,379.0
43.0,379.0
687.0,379.0
1087.0,379.0
1102.0,379.0
55.0,379.0
633.0,379.0
216.0,479.0
548.0,479.0
1005.0,479.0
967.0,479.0
1397.0,479.0
177.0,479.0
1103.0,479.0
116.0,479.0
700.0,284.0
1242.0,284.0
302.0,284.0
1543.0,284.0
1519.0,284.0
1008.0,284.0
135.0,284.0
1412.0,284.0
1297.0,284.0
703.0,284.0
1508.0,284.0
810.0,284.0
423.0,796.0
842.0,796.0
103.0,796.0
212.0,796.0
456.0,796.0
62.0,552.0
1522.0,552.0
685.0,552.0
815.0,552.0
724.0,552.0
146.0,552.0
32.0,552.0
151.0,15.0
4.0,15.0
970.0,15.0
1625.0,15.0
267.0,15.0
73.0,15.0
136.0,15.0
65.0,15.0
806.0,15.0
481.0,15.0
20.0,15.0
1599.0,15.0
1401.0,15.0
44.0,15.0
1.0,15.0
387.0,15.0
162.0,15.0
3.0,15.0
681.0,15.0
157.0,15.0
1419.0,15.0
51.0,15.0
155.0,15.0
23.0,15.0
279.0,15.0
236.0,15.0
626.0,15.0
1259.0,15.0
720.0,15.0
19.0,15.0
460.0,15.0
401.0,15.0
983.0,15.0
75.0,15.0
1291.0,15.0
70.0,15.0
1572.0,15.0
21.0,15.0
95.0,15.0
755.0,15.0
504.0,15.0
275.0,15.0
263.0,15.0
1632.0,15.0
1439.0,15.0
468.0,15.0
182.0,15.0
493.0,15.0
42.0,15.0
48.0,15.0
1434.0,15.0
569.0,15.0
1479.0,15.0
25.0,15.0
251.0,15.0
74.0,15.0
34.0,15.0
270.0,15.0
578.0,15.0
447.0,15.0
916.0,15.0
689.0,331.0
348.0,331.0
1280.0,331.0
513.0,331.0
1028.0,331.0
1084.0,331.0
187.0,331.0
1556.0,331.0
986.0,331.0
374.0,331.0
1057.0,331.0
289.0,553.0
925.0,553.0
690.0,553.0
660.0,553.0
295.0,553.0
1043.0,553.0
146.0,553.0
926.0,332.0
1584.0,332.0
320.0,332.0
708.0,332.0
134.0,332.0
662.0,332.0
947.0,332.0
337.0,332.0
1576.0,332.0
167.0,332.0
1329.0,332.0
33.0,480.0
417.0,480.0
557.0,480.0
1627.0,480.0
454.0,480.0
858.0,480.0
427.0,480.0
850.0,480.0
259.0,797.0
62.0,797.0
729.0,797.0
676.0,797.0
1424.0,797.0
1273.0,423.0
173.0,423.0
244.0,423.0
1317.0,423.0
3.0,423.0
628.0,423.0
1353.0,423.0
1522.0,423.0
710.0,423.0
1.0,652.0
1242.0,652.0
1152.0,652.0
750.0,652.0
1316.0,652.0
1032.0,652.0
1359.0,178.0
217.0,178.0
1090.0,178.0
1168.0,178.0
988.0,178.0
1417.0,178.0
137.0,178.0
249.0,178.0
750.0,178.0
1284.0,178.0
903.0,178.0
1352.0,178.0
74.0,178.0
971.0,178.0
2.0,178.0
544.0,178.0
900.0,178.0
1004.0,178.0
1253.0,119.0
753.0,119.0
1265.0,119.0
1222.0,119.0
909.0,119.0
1090.0,119.0
204.0,119.0
1168.0,119.0
1450.0,119.0
212.0,119.0
1018.0,119.0
40.0,119.0
16.0,119.0
750.0,119.0
1316.0,119.0
905.0,119.0
745.0,119.0
919.0,119.0
1245.0,119.0
838.0,119.0
1032.0,119.0
2.0,119.0
1512.0,119.0
900.0,119.0
116.0,119.0
528.0,119.0
473.0,119.0
607.0,150.0
867.0,150.0
1662.0,150.0
111.0,150.0
244.0,150.0
39.0,150.0
1282.0,150.0
548.0,150.0
335.0,150.0
214.0,150.0
1610.0,150.0
557.0,150.0
169.0,150.0
1121.0,150.0
797.0,150.0
604.0,150.0
1046.0,150.0
1328.0,150.0
1532.0,150.0
809.0,150.0
1153.0,150.0
1283.0,150.0
190.0,190.0
46.0,190.0
322.0,190.0
1024.0,190.0
498.0,190.0
1322.0,190.0
387.0,190.0
200.0,190.0
628.0,190.0
84.0,190.0
1504.0,190.0
899.0,190.0
15.0,190.0
974.0,190.0
255.0,190.0
421.0,190.0
63.0,190.0
120.0,220.0
28.0,220.0
111.0,220.0
677.0,220.0
1306.0,220.0
1164.0,220.0
892.0,220.0
214.0,220.0
1121.0,220.0
724.0,220.0
108.0,220.0
1210.0,220.0
752.0,220.0
1588.0,220.0
826.0,220.0
466.0,380.0
64.0,380.0
678.0,380.0
1631.0,380.0
729.0,380.0
1633.0,380.0
1130.0,380.0
805.0,380.0
1351.0,380.0
462.0,380.0
431.0,258.0
317.0,258.0
439.0,258.0
249.0,258.0
539.0,258.0
1596.0,258.0
1514.0,258.0
72.0,258.0
1056.0,258.0
903.0,258.0
530.0,258.0
1051.0,258.0
1185.0,258.0
46.0,424.0
17.0,424.0
1410.0,424.0
294.0,424.0
1325.0,424.0
832.0,424.0
1671.0,424.0
1659.0,424.0
1645.0,424.0
483.0,798.0
1000.0,798.0
985.0,798.0
94.0,798.0
1414.0,798.0
775.0,653.0
1031.0,653.0
17.0,653.0
242.0,653.0
18.0,653.0
134.0,653.0
120.0,654.0
1549.0,654.0
347.0,654.0
548.0,654.0
319.0,654.0
473.0,654.0
1235.0,799.0
238.0,799.0
778.0,799.0
210.0,799.0
538.0,799.0
1299.0,655.0
130.0,655.0
84.0,655.0
889.0,655.0
1160.0,655.0
1523.0,655.0
876.0,800.0
1164.0,800.0
648.0,800.0
580.0,800.0
1127.0,800.0
573.0,656.0
1278.0,656.0
819.0,656.0
72.0,656.0
1404.0,656.0
814.0,656.0
1436.0,657.0
871.0,657.0
629.0,657.0
1077.0,657.0
797.0,657.0
426.0,657.0
1.0,801.0
1351.0,801.0
469.0,801.0
34.0,801.0
953.0,801.0
0.0,239.0
1181.0,239.0
443.0,239.0
1624.0,239.0
1498.0,239.0
1119.0,239.0
973.0,239.0
328.0,239.0
300.0,239.0
1189.0,239.0
877.0,239.0
1451.0,239.0
425.0,239.0
695.0,239.0
1265.0,802.0
629.0,802.0
145.0,802.0
882.0,802.0
57.0,802.0
1554.0,333.0
823.0,333.0
1218.0,333.0
1389.0,333.0
842.0,333.0
16.0,333.0
763.0,333.0
936.0,333.0
891.0,333.0
832.0,333.0
116.0,333.0
842.0,803.0
1457.0,803.0
891.0,803.0
619.0,803.0
116.0,803.0
46.0,381.0
185.0,381.0
678.0,381.0
1246.0,381.0
1629.0,381.0
18.0,381.0
919.0,381.0
2.0,381.0
840.0,381.0
995.0,381.0
28.0,334.0
576.0,334.0
674.0,334.0
1461.0,334.0
438.0,334.0
1368.0,334.0
165.0,334.0
206.0,334.0
1470.0,334.0
426.0,334.0
1283.0,334.0
336.0,658.0
139.0,658.0
794.0,658.0
562.0,658.0
42.0,658.0
1352.0,658.0
957.0,481.0
20.0,481.0
33.0,481.0
242.0,481.0
1574.0,481.0
1046.0,481.0
184.0,481.0
1153.0,481.0
1.0,804.0
522.0,804.0
228.0,804.0
1545.0,804.0
1209.0,804.0
118.0,96.0
1148.0,96.0
1453.0,96.0
1660.0,96.0
1307.0,96.0
611.0,96.0
1550.0,96.0
17.0,96.0
33.0,96.0
704.0,96.0
179.0,96.0
847.0,96.0
80.0,96.0
327.0,96.0
478.0,96.0
1296.0,96.0
1643.0,96.0
1413.0,96.0
42.0,96.0
554.0,96.0
490.0,96.0
333.0,96.0
1032.0,96.0
2.0,96.0
920.0,96.0
427.0,96.0
1650.0,96.0
425.0,96.0
558.0,96.0
777.0,96.0
704.0,659.0
125.0,659.0
212.0,659.0
441.0,659.0
1657.0,659.0
368.0,659.0
56.0,805.0
1491.0,805.0
288.0,805.0
40.0,805.0
434.0,805.0
232.0,110.0
331.0,110.0
266.0,110.0
806.0,110.0
339.0,110.0
64.0,110.0
17.0,110.0
90.0,110.0
946.0,110.0
189.0,110.0
1261.0,110.0
830.0,110.0
603.0,110.0
47.0,110.0
696.0,110.0
98.0,110.0
621.0,110.0
662.0,110.0
21.0,110.0
89.0,110.0
253.0,110.0
321.0,110.0
549.0,110.0
223.0,110.0
453.0,110.0
766.0,110.0
2.0,110.0
1528.0,110.0
785.0,660.0
827.0,660.0
907.0,660.0
1350.0,660.0
1094.0,660.0
1486.0,660.0
1463.0,806.0
336.0,806.0
505.0,806.0
687.0,806.0
829.0,806.0
931.0,554.0
185.0,554.0
1168.0,554.0
43.0,554.0
1667.0,554.0
710.0,554.0
951.0,554.0
931.0,807.0
185.0,807.0
201.0,807.0
132.0,807.0
951.0,807.0
46.0,555.0
418.0,555.0
542.0,555.0
327.0,555.0
1305.0,555.0
178.0,555.0
880.0,555.0
703.0,425.0
961.0,425.0
993.0,425.0
1432.0,425.0
173.0,425.0
11.0,425.0
1312.0,425.0
178.0,425.0
292.0,425.0
173.0,556.0
11.0,556.0
1312.0,556.0
703.0,556.0
675.0,556.0
993.0,556.0
292.0,556.0
1298.0,661.0
1606.0,661.0
1545.0,661.0
1019.0,661.0
1431.0,661.0
850.0,661.0
1163.0,662.0
1334.0,662.0
223.0,662.0
1358.0,662.0
63.0,662.0
1424.0,662.0
1658.0,221.0
1024.0,221.0
789.0,221.0
690.0,221.0
218.0,221.0
1322.0,221.0
943.0,221.0
0.0,221.0
1544.0,221.0
685.0,221.0
1325.0,221.0
1274.0,221.0
978.0,221.0
328.0,221.0
131.0,221.0
957.0,240.0
573.0,240.0
1495.0,240.0
735.0,240.0
859.0,240.0
62.0,240.0
673.0,240.0
356.0,240.0
974.0,240.0
1404.0,240.0
877.0,240.0
826.0,240.0
893.0,240.0
338.0,240.0
1304.0,426.0
265.0,426.0
24.0,426.0
869.0,426.0
1126.0,426.0
710.0,426.0
1539.0,426.0
1310.0,426.0
292.0,426.0
997.0,663.0
24.0,663.0
830.0,663.0
86.0,663.0
1147.0,663.0
2.0,663.0
314.0,557.0
145.0,557.0
80.0,557.0
1198.0,557.0
1006.0,557.0
407.0,557.0
354.0,557.0
400.0,558.0
1188.0,558.0
1228.0,558.0
515.0,558.0
486.0,558.0
1303.0,558.0
345.0,558.0
1298.0,48.0
588.0,48.0
800.0,48.0
1234.0,48.0
1527.0,48.0
611.0,48.0
24.0,48.0
956.0,48.0
90.0,48.0
664.0,48.0
892.0,48.0
542.0,48.0
153.0,48.0
1680.0,48.0
1175.0,48.0
250.0,48.0
1402.0,48.0
18.0,48.0
1072.0,48.0
1284.0,48.0
139.0,48.0
386.0,48.0
1356.0,48.0
262.0,48.0
829.0,48.0
562.0,48.0
486.0,48.0
1010.0,48.0
1061.0,48.0
1158.0,48.0
1255.0,48.0
1418.0,48.0
915.0,48.0
1512.0,48.0
583.0,48.0
1645.0,48.0
1051.0,48.0
1654.0,48.0
777.0,48.0
218.0,808.0
883.0,808.0
286.0,808.0
1642.0,808.0
1011.0,808.0
1450.0,664.0
1316.0,664.0
1245.0,664.0
971.0,664.0
229.0,664.0
1004.0,664.0
353.0,809.0
39.0,809.0
1186.0,809.0
113.0,809.0
1264.0,809.0
348.0,241.0
1090.0,241.0
1450.0,241.0
444.0,241.0
249.0,241.0
1284.0,241.0
632.0,241.0
8.0,241.0
1316.0,241.0
530.0,241.0
1447.0,241.0
333.0,241.0
992.0,241.0
1185.0,241.0
1232.0,665.0
591.0,665.0
308.0,665.0
440.0,665.0
178.0,665.0
855.0,665.0
1006.0,810.0
24.0,810.0
936.0,810.0
764.0,810.0
1490.0,810.0
739.0,427.0
1359.0,427.0
1660.0,427.0
24.0,427.0
220.0,427.0
1634.0,427.0
1337.0,427.0
319.0,427.0
1628.0,427.0
47.0,559.0
906.0,559.0
888.0,559.0
57.0,559.0
15.0,559.0
456.0,559.0
777.0,559.0
435.0,560.0
141.0,560.0
1631.0,560.0
295.0,560.0
693.0,560.0
1576.0,560.0
1329.0,560.0
594.0,811.0
664.0,811.0
135.0,811.0
1018.0,811.0
913.0,811.0
1001.0,812.0
1392.0,812.0
1208.0,812.0
928.0,812.0
1500.0,812.0
120.0,203.0
1456.0,203.0
969.0,203.0
1345.0,203.0
1146.0,203.0
1069.0,203.0
1392.0,203.0
417.0,203.0
1412.0,203.0
1297.0,203.0
541.0,203.0
1162.0,203.0
555.0,203.0
1547.0,203.0
618.0,203.0
880.0,203.0
1681.0,813.0
1146.0,813.0
392.0,813.0
620.0,813.0
261.0,813.0
1099.0,242.0
466.0,242.0
1361.0,242.0
1466.0,242.0
174.0,242.0
259.0,242.0
1381.0,242.0
103.0,242.0
16.0,242.0
687.0,242.0
1072.0,242.0
1425.0,242.0
1032.0,242.0
500.0,242.0
690.0,666.0
1294.0,666.0
112.0,666.0
5.0,666.0
228.0,666.0
810.0,666.0
0.0,667.0
1544.0,667.0
40.0,667.0
978.0,667.0
1124.0,667.0
1659.0,667.0
1324.0,561.0
244.0,561.0
218.0,561.0
1377.0,561.0
479.0,561.0
1112.0,561.0
469.0,561.0
917.0,382.0
348.0,382.0
990.0,382.0
1132.0,382.0
779.0,382.0
148.0,382.0
1478.0,382.0
1600.0,382.0
382.0,382.0
