userId,productId,Rating
A11D1KHM7DVOQK,B00004Z0BN,3.0
A11D1KHM7DVOQK,B00004Z0C2,4.0
A231WM2Z2JL0U3,B00004Z4ZB,3.0
A3OXHLG6DIBRW8,B00004Z5KI,5.0
A5JLAU2ARJ0BO,B00004Z5L8,5.0
A3OXHLG6DIBRW8,B00004Z5M1,5.0
A5JLAU2ARJ0BO,B00004Z5M1,5.0
A2R6RA8FRBS608,B00004Z5M1,5.0
A11D1KHM7DVOQK,B00004Z672,2.0
A2AY4YUOX2N1BQ,B00004Z68X,4.0
A6FIAB28IS79,B00004Z6KW,5.0
A231WM2Z2JL0U3,B00004Z6OK,3.0
A231WM2Z2JL0U3,B00004Z6PI,5.0
A231WM2Z2JL0U3,B00004Z86J,5.0
A25HBO5V8S8SEA,B00004Z8HN,5.0
A25HBO5V8S8SEA,B00004Z90O,5.0
A2BGZ52M908MJY,B00004Z9DQ,4.0
A231WM2Z2JL0U3,B00004ZA7W,5.0
A1RPTVW5VEOSI,B00004ZB0V,4.0
A25HBO5V8S8SEA,B00004ZB57,5.0
A1MJMYLRTZ76ZX,B00004ZBTT,5.0
A2BGZ52M908MJY,B00004ZCA2,5.0
A2BGZ52M908MJY,B00004ZCA5,5.0
A2BGZ52M908MJY,B00004ZCC2,5.0
A203OCQQ12MAVT,B00004ZCCT,5.0
A203OCQQ12MAVT,B00004ZCCU,5.0
A1MJMYLRTZ76ZX,B00004ZCDD,5.0
A2BGZ52M908MJY,B00004ZCEX,5.0
A3OXHLG6DIBRW8,B00004ZCJE,5.0
A1MJMYLRTZ76ZX,B00004ZCJE,5.0
A2B7BUH8834Y6M,B00004ZCJE,5.0
A2BGZ52M908MJY,B00004ZCNS,5.0
AGXV8E7XK9J6H,B00004ZCTE,1.0
A2B7BUH8834Y6M,B00004ZD36,4.0
A1RPTVW5VEOSI,B00004ZD38,3.0
A1RPTVW5VEOSI,B00004ZD39,5.0
A1MJMYLRTZ76ZX,B0000501EJ,5.0
AKT8TGIT6VVZ5,B0000501QC,5.0
A2AY4YUOX2N1BQ,B000050442,3.0
A2B7BUH8834Y6M,B0000507JI,4.0
A231WM2Z2JL0U3,B0000509JK,2.0
A231WM2Z2JL0U3,B0000509JL,2.0
A1MJMYLRTZ76ZX,B000050AOR,4.0
A7Y6AVS576M03,B000050AQ7,5.0
A2R6RA8FRBS608,B000050AQ7,5.0
A231WM2Z2JL0U3,B000050AQ7,5.0
A7Y6AVS576M03,B000050MG3,5.0
A231WM2Z2JL0U3,B000050NON,4.0
A2R6RA8FRBS608,B000050ZE2,4.0
A2AY4YUOX2N1BQ,B000050ZS3,4.0
A25HBO5V8S8SEA,B000050ZTY,5.0
A25HBO5V8S8SEA,B000050ZUC,5.0
A231WM2Z2JL0U3,B0000510NY,3.0
A3OXHLG6DIBRW8,B0000510T7,5.0
A231WM2Z2JL0U3,B0000510YS,5.0
A3OXHLG6DIBRW8,B0000510ZO,4.0
A2BGZ52M908MJY,B000051123,5.0
A231WM2Z2JL0U3,B000051123,5.0
A231WM2Z2JL0U3,B0000511OJ,3.0
A203OCQQ12MAVT,B0000511T7,1.0
AT6CZDCP4TRGA,B0000511U7,4.0
A2CL818RN52NWN,B0000511WW,5.0
A203OCQQ12MAVT,B00005125H,5.0
A231WM2Z2JL0U3,B0000512Q7,3.0
A25HBO5V8S8SEA,B0000512VK,5.0
A1JWSDDIH5Z7DV,B00005137P,5.0
A231WM2Z2JL0U3,B00005137P,5.0
A6FIAB28IS79,B00005138B,2.0
A6FIAB28IS79,B0000513SA,5.0
A25HBO5V8S8SEA,B00005145S,5.0
A2CL818RN52NWN,B0000514G8,5.0
A2B7BUH8834Y6M,B000051JUL,4.0
A231WM2Z2JL0U3,B000051SHL,5.0
A1RPTVW5VEOSI,B000051TIV,2.0
A231WM2Z2JL0U3,B000051TN9,4.0
A231WM2Z2JL0U3,B000051TNA,4.0
AKT8TGIT6VVZ5,B0000520HD,4.0
AKT8TGIT6VVZ5,B0000520I7,5.0
AKT8TGIT6VVZ5,B0000520IA,5.0
A2BGZ52M908MJY,B0000520ID,4.0
AKT8TGIT6VVZ5,B0000520IJ,5.0
AKT8TGIT6VVZ5,B0000520IL,5.0
AKT8TGIT6VVZ5,B0000520IT,5.0
AKT8TGIT6VVZ5,B0000520IV,5.0
A2BGZ52M908MJY,B00005218U,4.0
A2B7BUH8834Y6M,B000052WM4,3.0
A1F9Z42CFF9IAY,B000053HC5,5.0
A2AY4YUOX2N1BQ,B000053HGW,5.0
AKT8TGIT6VVZ5,B000053HH5,5.0
A2B7BUH8834Y6M,B000055YX6,5.0
A231WM2Z2JL0U3,B000056Q1H,5.0
A5JLAU2ARJ0BO,B000056SRE,5.0
AT2J7H5TRZM8Z,B000056SSM,2.0
A2AEZQ3DGBBLPR,B000056SSM,2.0
A231WM2Z2JL0U3,B000056SSM,3.0
A5JLAU2ARJ0BO,B00005853Z,5.0
A2AEZQ3DGBBLPR,B00005854E,4.0
A1RPTVW5VEOSI,B000058BCQ,5.0
A1FR68QH6Z4YZM,B000058DRT,5.0
A1MJMYLRTZ76ZX,B000058E2B,5.0
A11D1KHM7DVOQK,B000059L44,1.0
A1MJMYLRTZ76ZX,B000059MSI,4.0
A2B7BUH8834Y6M,B000059YXK,5.0
A7Y6AVS576M03,B00005A0QV,5.0
A7Y6AVS576M03,B00005A0QX,5.0
A7Y6AVS576M03,B00005A0QZ,5.0
A7Y6AVS576M03,B00005A0R0,5.0
A7Y6AVS576M03,B00005A0R1,5.0
A7Y6AVS576M03,B00005A0R3,5.0
A7Y6AVS576M03,B00005A0R4,5.0
A231WM2Z2JL0U3,B00005A0R4,5.0
A231WM2Z2JL0U3,B00005A3MB,5.0
A1F9Z42CFF9IAY,B00005A9AV,1.0
A231WM2Z2JL0U3,B00005A9WZ,5.0
A12DLJESJKM1OQ,B00005ABEH,3.0
A25HBO5V8S8SEA,B00005AC8J,5.0
A231WM2Z2JL0U3,B00005AC8J,5.0
A2AEZQ3DGBBLPR,B00005AKV3,3.0
A2BGZ52M908MJY,B00005ALB1,4.0
A6FIAB28IS79,B00005ALB1,3.0
A2R6RA8FRBS608,B00005AQ53,4.0
A6FIAB28IS79,B00005AR4L,4.0
A231WM2Z2JL0U3,B00005ARK3,4.0
A231WM2Z2JL0U3,B00005AT7Y,5.0
A7Y6AVS576M03,B00005ATMI,5.0
A2AEZQ3DGBBLPR,B00005ATMK,4.0
A231WM2Z2JL0U3,B00005ATWQ,4.0
A231WM2Z2JL0U3,B00005ATXJ,5.0
A231WM2Z2JL0U3,B00005ATZN,5.0
A1MJMYLRTZ76ZX,B00005ATZP,4.0
AT2J7H5TRZM8Z,B00005AUJD,4.0
AT2J7H5TRZM8Z,B00005AW1H,1.0
A149RNR5RH19YY,B00005AW1H,3.0
A2AEZQ3DGBBLPR,B00005AW1H,4.0
A231WM2Z2JL0U3,B00005AW1H,4.0
AT2J7H5TRZM8Z,B00005AW1X,3.0
A231WM2Z2JL0U3,B00005AW1X,4.0
A1MJMYLRTZ76ZX,B00005AWBJ,5.0
A6FIAB28IS79,B00005AWBJ,4.0
A1MJMYLRTZ76ZX,B00005AWCL,3.0
A1F9Z42CFF9IAY,B00005AWCL,5.0
A231WM2Z2JL0U3,B00005AY8Q,5.0
A7Y6AVS576M03,B00005AY9I,5.0
A7Y6AVS576M03,B00005AY9N,5.0
A231WM2Z2JL0U3,B00005AYLL,5.0
AT2J7H5TRZM8Z,B00005B0BY,5.0
A231WM2Z2JL0U3,B00005B0BY,5.0
A231WM2Z2JL0U3,B00005B4BN,1.0
A231WM2Z2JL0U3,B00005B4BW,2.0
A231WM2Z2JL0U3,B00005B6TI,5.0
A231WM2Z2JL0U3,B00005B6UF,5.0
A231WM2Z2JL0U3,B00005B6YF,3.0
A2BGZ52M908MJY,B00005B70I,4.0
A231WM2Z2JL0U3,B00005B70I,2.0
A231WM2Z2JL0U3,B00005B8HO,5.0
A149RNR5RH19YY,B00005B8HU,4.0
A11D1KHM7DVOQK,B00005B8SF,2.0
AT2J7H5TRZM8Z,B00005B99P,4.0
A12DLJESJKM1OQ,B00005B9A0,5.0
AT2J7H5TRZM8Z,B00005B9AC,4.0
A11D1KHM7DVOQK,B00005B9W6,1.0
A231WM2Z2JL0U3,B00005BABT,4.0
AT2J7H5TRZM8Z,B00005BIB8,1.0
A231WM2Z2JL0U3,B00005BKZZ,3.0
A231WM2Z2JL0U3,B00005I9P3,5.0
A7Y6AVS576M03,B00005I9R4,2.0
AT6CZDCP4TRGA,B00005I9RU,2.0
A25HBO5V8S8SEA,B00005ICE1,5.0
A231WM2Z2JL0U3,B00005ICE1,5.0
A25HBO5V8S8SEA,B00005ICE3,5.0
AGHZXQL9F94T9,B00005ICE3,5.0
A25HBO5V8S8SEA,B00005JGFK,5.0
A25HBO5V8S8SEA,B00005JGFR,5.0
A25HBO5V8S8SEA,B00005JGFT,5.0
A231WM2Z2JL0U3,B00005JHQA,4.0
A1RPTVW5VEOSI,B00005JIM1,5.0
A1RPTVW5VEOSI,B00005JJRJ,1.0
A231WM2Z2JL0U3,B00005KAMS,3.0
AT2J7H5TRZM8Z,B00005KAMT,5.0
A231WM2Z2JL0U3,B00005KB24,5.0
A7Y6AVS576M03,B00005KC6B,5.0
A2CL818RN52NWN,B00005KJUG,1.0
AT2J7H5TRZM8Z,B00005KK2Q,4.0
AT6CZDCP4TRGA,B00005LACB,4.0
A2BGZ52M908MJY,B00005LAEP,5.0
AKT8TGIT6VVZ5,B00005LAXJ,3.0
AT2J7H5TRZM8Z,B00005LB8P,4.0
A231WM2Z2JL0U3,B00005LB8P,5.0
A6FIAB28IS79,B00005LB8P,5.0
A3OXHLG6DIBRW8,B00005LD4T,5.0
A3OXHLG6DIBRW8,B00005LD4W,5.0
A25HBO5V8S8SEA,B00005LDK6,5.0
A231WM2Z2JL0U3,B00005LDQH,4.0
AKT8TGIT6VVZ5,B00005LE6Z,5.0
AKT8TGIT6VVZ5,B00005LE70,5.0
AKT8TGIT6VVZ5,B00005LE72,4.0
A1FR68QH6Z4YZM,B00005LE72,4.0
AKT8TGIT6VVZ5,B00005LE75,5.0
AKT8TGIT6VVZ5,B00005LE77,5.0
A1FR68QH6Z4YZM,B00005LE77,5.0
AKT8TGIT6VVZ5,B00005LE78,5.0
A5JLAU2ARJ0BO,B00005LEN4,5.0
AKT8TGIT6VVZ5,B00005LEN4,5.0
A1FR68QH6Z4YZM,B00005LEN4,4.0
A5JLAU2ARJ0BO,B00005LENO,5.0
AKT8TGIT6VVZ5,B00005LENO,5.0
AKT8TGIT6VVZ5,B00005LENW,5.0
AKT8TGIT6VVZ5,B00005LEOC,4.0
AKT8TGIT6VVZ5,B00005LEOH,5.0
AKT8TGIT6VVZ5,B00005LEOM,5.0
AKT8TGIT6VVZ5,B00005LERN,5.0
AT2J7H5TRZM8Z,B00005M011,4.0
A231WM2Z2JL0U3,B00005MA7J,4.0
A231WM2Z2JL0U3,B00005MA9X,5.0
A231WM2Z2JL0U3,B00005MAAR,5.0
A231WM2Z2JL0U3,B00005MEMN,4.0
A231WM2Z2JL0U3,B00005MEN6,4.0
A25HBO5V8S8SEA,B00005MIS8,5.0
AT2J7H5TRZM8Z,B00005MIUN,5.0
A6FIAB28IS79,B00005ML56,2.0
AT2J7H5TRZM8Z,B00005ML6P,4.0
A3OXHLG6DIBRW8,B00005ML7Q,4.0
A1MJMYLRTZ76ZX,B00005MNG9,5.0
A149RNR5RH19YY,B00005MNHK,5.0
A5JLAU2ARJ0BO,B00005MOZG,4.0
AT2J7H5TRZM8Z,B00005N5XO,5.0
A12DLJESJKM1OQ,B00005N6KF,2.0
A6FIAB28IS79,B00005N6KF,4.0
A149RNR5RH19YY,B00005NBR6,5.0
A231WM2Z2JL0U3,B00005NDUP,5.0
A25HBO5V8S8SEA,B00005NFPH,5.0
A25HBO5V8S8SEA,B00005NFPU,5.0
A231WM2Z2JL0U3,B00005NGQF,4.0
A231WM2Z2JL0U3,B00005NHAC,5.0
A231WM2Z2JL0U3,B00005NHAK,4.0
A25HBO5V8S8SEA,B00005NHH8,5.0
A1MJMYLRTZ76ZX,B00005NHH8,4.0
AT2J7H5TRZM8Z,B00005NHHC,5.0
A5JLAU2ARJ0BO,B00005NIMR,4.0
A6FIAB28IS79,B00005NIMR,3.0
A2B7BUH8834Y6M,B00005NK38,5.0
A6FIAB28IS79,B00005NK3C,3.0
A1JWSDDIH5Z7DV,B00005NKXC,5.0
A5JLAU2ARJ0BO,B00005NKXS,5.0
A2R6RA8FRBS608,B00005NOHQ,5.0
A1RPTVW5VEOSI,B00005NOKT,5.0
A1RPTVW5VEOSI,B00005NVBF,4.0
AGHZXQL9F94T9,B00005NVPW,2.0
A231WM2Z2JL0U3,B00005NWQN,5.0
A149RNR5RH19YY,B00005NWV1,5.0
A5JLAU2ARJ0BO,B00005O0LH,5.0
A231WM2Z2JL0U3,B00005O0LI,5.0
A231WM2Z2JL0U3,B00005OAY3,3.0
A25HBO5V8S8SEA,B00005OCY6,5.0
A2BGZ52M908MJY,B00005OCY6,3.0
